pc,effective_address,val0,store-1ea,store-1val0,store-2ea,store-2val0
7206640,281474976688784,84088016,10493144,35865376,30288426,120
6758268,69866784,540278858,75347776,281474976688880,75347776,281474976688880
6758284,69866784,540278858,75347776,3407946,75347776,281474976688880
6758300,69866784,540278858,75347776,3407946,75347776,3407946
6758316,69866784,540278858,75347776,3407946,75347776,3407946
6758332,69866784,540278858,75347776,3407946,75347776,3407946
6758348,69866784,540278858,75347776,3407946,75347776,3407946
6758484,69866792,69862592,75347776,3407946,75347776,3407946
6758484,69866800,69866656,75347784,2,75347776,3407946
6758504,281474976688912,69866784,75347792,3,75347784,2
6758508,281474976688896,81716784,75347792,3,75347784,2
6758512,281474976688880,281474976688928,75347792,3,75347784,2
4783292,9304038,101,75347792,75347784,75347792,3
4783352,69866792,69862592,75347792,75347784,75347792,3
4782924,69862592,134479933,281474976688912,281474976688832,281474976688896,281474976688832
4782952,8436880,4783056,281474976688912,281474976688832,281474976688896,281474976688832
4783064,10461088,115286016,281474976688912,281474976688832,281474976688896,281474976688832
4783068,69862600,27456,281474976688912,281474976688832,281474976688896,281474976688832
4783076,115505696,116707648,281474976688912,281474976688832,281474976688896,281474976688832
4783084,116707656,116707584,281474976688912,281474976688832,281474976688896,281474976688832
4783088,116707592,81716736,281474976688912,281474976688832,281474976688896,281474976688832
4783092,81716736,262204,281474976688912,281474976688832,281474976688896,281474976688832
4782996,281474976688912,69866944,281474976688912,281474976688832,281474976688896,281474976688832
4783000,281474976688896,75347776,281474976688912,281474976688832,281474976688896,281474976688832
4783004,281474976688880,69866784,281474976688912,281474976688832,281474976688896,281474976688832
4783008,281474976688864,9304038,281474976688912,281474976688832,281474976688896,281474976688832
4783012,281474976688848,84087824,281474976688912,281474976688832,281474976688896,281474976688832
4783016,281474976688832,281474976688928,281474976688912,281474976688832,281474976688896,281474976688832
4782996,281474976689008,69866944,75347784,75347776,281474976688912,281474976688832
4783000,281474976688992,116708016,75347784,75347776,281474976688912,281474976688832
4783004,281474976688976,20767032,75347784,75347776,281474976688912,281474976688832
4783008,281474976688960,10458672,75347784,75347776,281474976688912,281474976688832
4783012,281474976688944,84087824,75347784,75347776,281474976688912,281474976688832
4783016,281474976688928,281474976689024,75347784,75347776,281474976688912,281474976688832
4780468,10461096,0,75347784,75347776,281474976688912,281474976688832
4781212,10465544,116711392,75347784,75347776,281474976688912,281474976688832
4781216,10465536,116708048,75347784,75347776,281474976688912,281474976688832
4781252,10465528,116708048,75347784,75347776,281474976688912,281474976688832
4781280,10465560,15,10465536,116708048,75347784,75347776
4781300,10465520,116707328,10465536,116708048,75347784,75347776
4781304,10465544,116711392,10465536,116708048,75347784,75347776
4781336,10461104,69843136,116708048,116708080,10465528,116708080
4781352,281474976689104,69843136,116708032,69843136,116708064,69843136
4781356,281474976689088,281474976689168,116708032,69843136,116708064,69843136
4781360,281474976689072,10458672,116708032,69843136,116708064,69843136
4781364,281474976689056,69866752,116708032,69843136,116708064,69843136
4781368,281474976689040,69866368,116708032,69843136,116708064,69843136
4781372,281474976689024,281474976689120,116708032,69843136,116708064,69843136
4785004,69866752,61,281474976689168,281474976689120,116708032,69843136
6762632,69866816,47,281474976689080,281474976689072,281474976689104,281474976689072
6762688,69866824,69866752,281474976689080,281474976689072,281474976689104,281474976689072
6762692,69866752,61,281474976689080,281474976689072,281474976689104,281474976689072
6762932,281474976689080,4788172,281474976689080,281474976689072,281474976689104,281474976689072
6762936,281474976689104,69843136,281474976689080,281474976689072,281474976689104,281474976689072
6762940,281474976689088,281474976689200,281474976689080,281474976689072,281474976689104,281474976689072
6762944,281474976689072,281474976689120,281474976689080,281474976689072,281474976689104,281474976689072
4788408,69866752,3407933,281474976689104,281474976689040,281474976689088,281474976689040
4788444,69866760,17,281474976689104,281474976689040,281474976689088,281474976689040
4787116,9913996,0,281474976689104,281474976689040,281474976689088,281474976689040
4787152,10459036,1,281474976689104,281474976689040,281474976689088,281474976689040
4787864,10459604,55922721,281474976689104,281474976689040,281474976689088,281474976689040
4787876,9169911,4,281474976689104,281474976689040,281474976689088,281474976689040
4787344,10461088,115286016,281474976689104,281474976689040,281474976689088,281474976689040
4787352,115286176,115286176,281474976689104,281474976689040,281474976689088,281474976689040
4787344,10461088,115286016,281474976689104,281474976689040,281474976689088,281474976689040
4787352,115286184,115286184,281474976689104,281474976689040,281474976689088,281474976689040
4787592,116707736,116707664,281474976689104,281474976689040,281474976689088,281474976689040
4787596,116707672,81716752,281474976689104,281474976689040,281474976689088,281474976689040
4787600,81716752,3407932,281474976689104,281474976689040,281474976689088,281474976689040
4787556,10459604,55922721,281474976689104,281474976689040,281474976689088,281474976689040
4787560,9169911,4,281474976689104,281474976689040,281474976689088,281474976689040
4787668,116707728,0,281474976689104,281474976689040,281474976689088,281474976689040
4787676,10461120,0,115286184,0,281474976689104,281474976689040
4787704,116707680,116707744,10461120,0,116707728,0
4787708,116707752,69866272,10461120,0,116707728,0
4787712,69866272,61,10461120,0,116707728,0
4787724,69866280,17,10461120,0,116707728,0
4787736,116707744,116707696,10461120,0,116707728,0
4787744,10461096,0,116707680,116707696,10461120,0
4787756,116707680,116707696,10461096,0,116707744,0
4787776,115286184,0,10461096,0,116707744,0
4788236,69866752,3407933,10461096,0,116707744,0
4788240,10459604,55922721,10461096,0,116707744,0
4788536,281474976689104,69843136,10461096,0,116707744,0
4788540,281474976689088,281474976689200,10461096,0,116707744,0
4788544,281474976689072,10458672,10461096,0,116707744,0
4788548,281474976689056,69866752,10461096,0,116707744,0
4788552,281474976689040,281474976689120,10461096,0,116707744,0
4785196,281474976689160,69866752,10461096,0,116707744,0
4785200,69866752,61,10461096,0,116707744,0
4785220,281474976689168,116708016,10461096,0,116707744,0
4785236,69866760,17,10461096,0,116707744,0
6765468,69866752,3407933,281474976689104,281474976689056,281474976689088,281474976689056
6765496,8943776,6765512,281474976689104,281474976689056,281474976689088,281474976689056
6765512,281474976689104,69843136,281474976689104,281474976689056,281474976689088,281474976689056
6765516,281474976689088,0,281474976689104,281474976689056,281474976689088,281474976689056
6765520,281474976689072,10458672,281474976689104,281474976689056,281474976689088,281474976689056
6765524,281474976689056,281474976689120,281474976689104,281474976689056,281474976689088,281474976689056
4785260,10461088,115286016,281474976689104,281474976689056,281474976689088,281474976689056
4785268,115286184,0,281474976689104,281474976689056,281474976689088,281474976689056
4785276,10461112,115752960,281474976689104,281474976689056,281474976689088,281474976689056
4785280,115752960,58217,281474976689104,281474976689056,281474976689088,281474976689056
4785436,69866752,3407933,115753016,4294967295,115752968,4294967295
4785156,9169911,4,115753016,4294967295,115752968,4294967295
4785160,10459604,55922721,115753016,4294967295,115752968,4294967295
4785520,10459036,1,115753016,4294967295,115752968,4294967295
4785536,10461088,115286016,115753016,4294967295,115752968,4294967295
4785544,115286184,0,115753016,4294967295,115752968,4294967295
4785548,10461120,116707728,115753016,4294967295,115752968,4294967295
4785556,116707728,0,115753016,4294967295,115752968,4294967295
4785788,116708032,116708048,115286184,115286152,116707728,115286152
4785808,10461096,116707744,115286184,115286152,116707728,115286152
4785816,116707744,0,115286184,115286152,116707728,115286152
4786316,10461104,69843136,116707752,0,116707744,0
4786340,69843136,32,116708032,69843136,116707760,69843136
4786728,10459044,0,116708032,69843136,116707760,69843136
4784896,281474976692624,69866944,10461104,0,116708032,69843136
4784900,281474976692608,20823424,10461104,0,116708032,69843136
4784904,281474976692592,46357360,10461104,0,116708032,69843136
4784908,281474976692576,69843136,10461104,0,116708032,69843136
4784912,281474976692560,84087824,10461104,0,116708032,69843136
4784916,281474976692544,281474976692640,10461104,0,116708032,69843136
4564912,46357368,69580928,10461104,0,116708032,69843136
4564916,69843160,69580928,10461104,0,116708032,69843136
4564920,69580952,69843328,10461104,0,116708032,69843136
4564776,69580928,33,10461104,0,116708032,69843136
4564792,69580960,69866944,10461104,0,116708032,69843136
4564796,69866944,47,10461104,0,116708032,69843136
4569360,69866944,47,281474976692624,281474976692608,281474976692608,281474976692608
4569544,69866952,19660800,281474976692624,281474976692608,281474976692608,281474976692608
4779204,19660800,59,281474976692592,281474976692528,281474976692576,281474976692528
4779256,69866912,536870984,281474976692592,281474976692528,281474976692576,281474976692528
4779312,19660800,59,281474976692592,281474976692528,281474976692576,281474976692528
4779316,69866912,536870984,281474976692592,281474976692528,281474976692576,281474976692528
4779876,281474976692592,20823424,281474976692592,281474976692528,281474976692576,281474976692528
4779880,281474976692576,46357360,281474976692592,281474976692528,281474976692576,281474976692528
4779884,281474976692560,46357248,281474976692592,281474976692528,281474976692576,281474976692528
4779888,281474976692544,69866944,281474976692592,281474976692528,281474976692576,281474976692528
4779892,281474976692528,281474976692608,281474976692592,281474976692528,281474976692576,281474976692528
4569580,69866952,19660800,281474976692592,281474976692528,281474976692576,281474976692528
4569584,10465688,19660800,281474976692592,281474976692528,281474976692576,281474976692528
4569560,281474976692624,0,281474976692592,281474976692528,281474976692576,281474976692528
4569564,281474976692608,281474976692640,281474976692592,281474976692528,281474976692576,281474976692528
4783944,69580928,33,10461104,10458672,281474976692624,281474976692544
4784248,69580960,69866944,10461104,10458672,281474976692624,281474976692544
4784252,69866944,47,10461104,10458672,281474976692624,281474976692544
4784308,69866960,69866912,10461104,10458672,281474976692624,281474976692544
4784316,69866952,19660800,281474976689152,69866912,10461104,10458672
4784932,281474976689160,19660800,281474976689160,19660800,281474976689152,69866912
4784936,19660800,59,281474976689160,19660800,281474976689152,69866912
6762632,69866944,47,281474976689080,281474976689072,281474976689104,281474976689072
6762688,69866952,19660800,281474976689080,281474976689072,281474976689104,281474976689072
6762692,19660800,59,281474976689080,281474976689072,281474976689104,281474976689072
6762932,281474976689080,4788172,281474976689080,281474976689072,281474976689104,281474976689072
6762936,281474976689104,69580928,281474976689080,281474976689072,281474976689104,281474976689072
6762940,281474976689088,281474976689200,281474976689080,281474976689072,281474976689104,281474976689072
6762944,281474976689072,281474976689120,281474976689080,281474976689072,281474976689104,281474976689072
4788408,19660800,59,281474976689104,281474976689040,281474976689088,281474976689040
4788236,19660800,59,281474976689104,281474976689040,281474976689088,281474976689040
4788240,10459604,55922721,281474976689104,281474976689040,281474976689088,281474976689040
4788536,281474976689104,69580928,281474976689104,281474976689040,281474976689088,281474976689040
4788540,281474976689088,281474976689200,281474976689104,281474976689040,281474976689088,281474976689040
4788544,281474976689072,10458672,281474976689104,281474976689040,281474976689088,281474976689040
4788548,281474976689056,19660800,281474976689104,281474976689040,281474976689088,281474976689040
4788552,281474976689040,281474976689120,281474976689104,281474976689040,281474976689088,281474976689040
4785196,281474976689160,19660800,281474976689104,281474976689040,281474976689088,281474976689040
4785200,19660800,59,281474976689104,281474976689040,281474976689088,281474976689040
4786340,69580928,33,281474976689104,281474976689040,281474976689088,281474976689040
4786728,10459044,0,281474976689104,281474976689040,281474976689088,281474976689040
4784896,281474976692624,69866944,10461104,0,281474976689104,281474976689040
4784900,281474976692608,20823424,10461104,0,281474976689104,281474976689040
4784904,281474976692592,46357360,10461104,0,281474976689104,281474976689040
4784908,281474976692576,69580928,10461104,0,281474976689104,281474976689040
4784912,281474976692560,84087824,10461104,0,281474976689104,281474976689040
4784916,281474976692544,281474976692640,10461104,0,281474976689104,281474976689040
4564912,46357368,69580928,10461104,0,281474976689104,281474976689040
4564916,69580952,69843328,10461104,0,281474976689104,281474976689040
4564920,69580952,69843328,10461104,0,281474976689104,281474976689040
4564944,281474976692664,0,10461104,0,281474976689104,281474976689040
4564976,20823424,104431096,10461104,0,281474976689104,281474976689040
4564988,104431120,131072,10461104,0,281474976689104,281474976689040
4566692,20823424,104431096,10461104,0,281474976689104,281474976689040
4566700,10460712,104430616,10461104,0,281474976689104,281474976689040
4566704,104431096,104430576,10461104,0,281474976689104,281474976689040
4566704,104430576,0,10460712,104430576,104431096,104430576
8362352,10539856,0,281474976692576,10539008,10460712,0
8362384,10749800,12730560,281474976692608,20823424,281474976692592,0
8362400,10659648,11145216,281474976692608,20823424,281474976692592,0
8362408,11165560,325251,281474976692608,20823424,281474976692592,0
8362668,12730576,951584,281474976692608,20823424,281474976692592,0
8362676,10658168,32,281474976692608,20823424,281474976692592,0
8362692,12730680,20823392,281474976692608,20823424,281474976692592,0
8362716,12730688,76,12730680,686783,20823424,686783
8362728,12730688,77,12730688,77,12730680,686783
8362732,12730696,201,12730688,77,12730680,686783
8362748,281474976692592,0,12730688,77,12730680,686783
8362752,281474976692608,46357360,12730688,77,12730680,686783
8362756,281474976692576,69866944,12730688,77,12730680,686783
4789944,10461112,115752960,281474976692624,281474976692608,281474976692608,281474976692608
4789948,115752968,7,281474976692624,281474976692608,281474976692608,281474976692608
4789956,10461088,115286016,281474976692624,281474976692608,281474976692608,281474976692608
4790340,115752992,27474,281474976692624,281474976692608,281474976692608,281474976692608
4790344,115753000,27456,281474976692624,281474976692608,281474976692608,281474976692608
4790016,115753008,27476,115286184,115753020,115505696,115753020
4790016,115753012,27477,115505856,27476,115286184,115753020
4790016,115753016,17,115505864,27477,115505856,27476
4790048,10461128,19171360,115752968,8,10459036,8
4790052,19171376,0,115752968,8,10459036,8
4790116,19171384,20766976,115752968,8,10459036,8
4790140,10461144,116707344,20767208,20767224,20767200,20767216
4790144,10465520,116707328,20767208,20767224,20767200,20767216
4790156,10465544,116711392,20767208,20767224,20767200,20767216
4790188,10461088,115286016,10465536,116711392,10465528,116711392
8362352,10539856,0,281474976692544,10539008,10459040,115286016
8362384,10749800,12730560,281474976692576,115286016,281474976692560,0
8362400,10659648,11145216,281474976692576,115286016,281474976692560,0
8362408,11257816,1801344,281474976692576,115286016,281474976692560,0
8362420,11145216,11681984,281474976692576,115286016,281474976692560,0
8362432,11681984,12861632,281474976692576,115286016,281474976692560,0
8362440,12861632,13910208,281474976692576,115286016,281474976692560,0
8362452,14022792,10805904,281474976692576,115286016,281474976692560,0
8362460,10805946,0,281474976692576,115286016,281474976692560,0
8362492,10655600,0,281474976692604,1,11257816,1801344
8362520,281474976692604,0,10655600,0,281474976692604,1
8362528,10805947,0,10655600,0,281474976692604,1
8362584,10659648,11145216,10655600,0,281474976692604,1
7386316,10805904,14073,281474976692480,11145216,281474976692464,10805904
7386324,10805947,0,281474976692496,14073,281474976692480,11145216
7386360,11145216,11681984,10805947,1,10805946,0
7386368,11681984,12861632,10805947,1,10805946,0
7386380,12861632,13910208,10805947,1,10805946,0
7386396,14022784,10805856,10805947,1,10805946,0
7386404,11681948,0,10805947,1,10805946,0
7386976,10805899,0,10805947,1,10805946,0
7387208,11681984,12861632,10805947,1,10805946,0
7386512,12861632,13910208,10805947,1,10805946,0
7386524,14023248,10781760,10805947,1,10805946,0
7386720,10781803,0,10805947,1,10805946,0
7386724,10805947,1,10805947,1,10805946,0
7386880,11681912,111124480,10805947,1,10805946,0
7391648,11675104,11675088,11681912,111591424,10805947,1
7391656,11675104,11675088,10805920,11675088,11681912,111591424
7386900,11681936,76619,11675104,11675088,11675112,11675088
7386688,281474976692432,10653696,11681936,76562,11675104,11675088
7386692,281474976692448,10657792,11681936,76562,11675104,11675088
7386696,281474976692464,46357248,11681936,76562,11675104,11675088
7386700,281474976692480,10458672,11681936,76562,11675104,11675088
7386704,281474976692496,0,11681936,76562,11675104,11675088
7386708,281474976692416,281474976692512,11681936,76562,11675104,11675088
8362604,10655600,1,11681936,76562,11675104,11675088
8362748,281474976692560,10458672,10655600,0,11681936,76562
8362752,281474976692576,46357360,10655600,0,11681936,76562
8362756,281474976692544,69866944,10655600,0,11681936,76562
4790220,10461112,115752960,10461088,281474976692608,10655600,0
8362352,10539856,0,281474976692544,10539008,10461088,281474976692608
8362384,10749800,12730560,281474976692576,115752960,281474976692560,0
8362400,10659648,11145216,281474976692576,115752960,281474976692560,0
8362408,11258272,1808724,281474976692576,115752960,281474976692560,0
8362668,12730576,951616,281474976692576,115752960,281474976692560,0
8362676,10658816,237568,281474976692576,115752960,281474976692560,0
8362692,12732624,0,281474976692576,115752960,281474976692560,0
8362716,12732632,0,12732624,449215,115752960,449215
8362728,12732632,1,12732632,1,12732624,449215
8362732,12732640,2,12732632,1,12732624,449215
8362748,281474976692560,10458672,12732632,1,12732624,449215
8362752,281474976692576,46357360,12732632,1,12732624,449215
8362756,281474976692544,69866944,12732632,1,12732624,449215
4790236,10461128,19171360,10461112,281474976692608,12732632,1
4790240,19171376,0,10461112,281474976692608,12732632,1
4790304,19171384,20766976,10461112,281474976692608,12732632,1
8362352,10539856,0,281474976692544,10539008,10461112,281474976692608
8362384,10749800,12730560,281474976692576,20766976,281474976692560,0
8362400,10659648,11145216,281474976692576,20766976,281474976692560,0
8362408,11165512,324497,281474976692576,20766976,281474976692560,0
8362668,12730576,1189184,281474976692576,20766976,281474976692560,0
8362676,10658280,256,281474976692576,20766976,281474976692560,0
8362692,12731016,20767232,281474976692576,20766976,281474976692560,0
8362716,12731024,1,12731016,448959,20766976,448959
8362728,12731024,2,12731024,2,12731016,448959
8362732,12731032,3,12731024,2,12731016,448959
8362748,281474976692560,19171360,12731024,2,12731016,448959
8362752,281474976692576,46357360,12731024,2,12731016,448959
8362756,281474976692544,69866944,12731024,2,12731016,448959
4790316,281474976692624,0,12731024,2,12731016,448959
4790320,281474976692608,281474976692640,12731024,2,12731016,448959
8362352,10539856,0,281474976692576,10539008,12731024,2
8362384,10749800,12730560,281474976692608,19171360,281474976692592,0
8362400,10659648,11145216,281474976692608,19171360,281474976692592,0
8362408,11163952,299526,281474976692608,19171360,281474976692592,0
8362668,12730576,1189440,281474976692608,19171360,281474976692592,0
8362676,10658192,80,281474976692608,19171360,281474976692592,0
8362692,12730752,19171520,281474976692608,19171360,281474976692592,0
8362716,12730760,1,12730752,448879,19171360,448879
8362728,12730760,2,12730760,2,12730752,448879
8362732,12730768,9,12730760,2,12730752,448879
8362748,281474976692592,0,12730760,2,12730752,448879
8362752,281474976692608,46357360,12730760,2,12730752,448879
8362756,281474976692576,69866944,12730760,2,12730752,448879
4566740,281474976692760,0,12730760,2,12730752,448879
4566744,281474976692732,0,12730760,2,12730752,448879
4566756,10458904,8533,12730760,2,12730752,448879
4563756,84088064,0,12730760,2,12730752,448879
4563760,84088024,0,12730760,2,12730752,448879
4563772,10458904,8533,12730760,2,12730752,448879
4563776,84088040,46367744,12730760,2,12730752,448879
4565840,46367824,0,281474976692720,46367744,12730760,2
4565944,281474976692700,64,281474976692720,46367744,12730760,2
4565952,84088032,46357248,281474976692720,46367744,12730760,2
4565956,46357288,84087824,281474976692720,46367744,12730760,2
4565960,84087832,84088016,281474976692720,46367744,12730760,2
4565968,84088024,0,281474976692720,46367744,12730760,2
4565976,46367784,84079632,281474976692720,46367744,12730760,2
4565984,84079640,84079888,281474976692720,46367744,12730760,2
4565992,84079896,0,281474976692720,46367744,12730760,2
4566000,46357256,69580800,281474976692720,46367744,12730760,2
4566004,69580800,33,281474976692720,46367744,12730760,2
4566016,69580832,69866464,281474976692720,46367744,12730760,2
4566020,69866464,47,281474976692720,46367744,12730760,2
4566060,69866472,19660800,281474976692720,46367744,12730760,2
4566064,19660800,59,281474976692720,46367744,12730760,2
4566076,69866480,69866432,281474976692720,46367744,12730760,2
4566080,69866432,72,281474976692720,46367744,12730760,2
4566092,69866448,52644608,281474976692720,46367744,12730760,2
4566096,19660800,59,281474976692720,46367744,12730760,2
4566100,52644608,67,281474976692720,46367744,12730760,2
4566172,46367752,70125440,281474976692720,46367744,12730760,2
4566176,70125440,33,281474976692720,46367744,12730760,2
4566192,70125472,70063488,281474976692760,33,281474976692720,46367744
4566196,70063488,47,281474976692760,33,281474976692720,46367744
4566236,70063496,19660800,281474976692760,33,281474976692720,46367744
4566240,19660800,59,281474976692760,33,281474976692720,46367744
4566252,70063504,70063456,281474976692760,33,281474976692720,46367744
4566256,70063456,72,281474976692760,33,281474976692720,46367744
4566268,70063472,70063424,281474976692760,33,281474976692720,46367744
4566272,19660800,59,281474976692760,33,281474976692720,46367744
4566276,70063424,67,281474976692760,33,281474976692720,46367744
4566384,70063496,19660800,281474976692732,70063488,281474976692760,33
4566388,19660800,59,281474976692732,70063488,281474976692760,33
4566400,70063504,70063456,281474976692732,70063488,281474976692760,33
6765468,70063456,536870984,281474976692624,281474976692576,281474976692608,281474976692576
6765496,8943864,6765536,281474976692624,281474976692576,281474976692608,281474976692576
6765544,9168488,3,281474976692624,281474976692576,281474976692608,281474976692576
6765560,9169152,9304178,281474976692624,281474976692576,281474976692608,281474976692576
6765568,9304180,101,281474976692624,281474976692576,281474976692608,281474976692576
6765592,70063480,19660800,281474976692624,281474976692576,281474976692608,281474976692576
6765468,19660800,59,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943760,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,70063456,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304178,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46357248,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304179,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,70063472,70063424,281474976692560,281474976692512,281474976692544,281474976692512
6765468,70063424,536870979,281474976692560,281474976692512,281474976692544,281474976692512
6765496,8943824,6765512,281474976692560,281474976692512,281474976692544,281474976692512
6765512,281474976692560,70063456,281474976692560,281474976692512,281474976692544,281474976692512
6765516,281474976692544,9304178,281474976692560,281474976692512,281474976692544,281474976692512
6765520,281474976692528,46357248,281474976692560,281474976692512,281474976692544,281474976692512
6765524,281474976692512,281474976692576,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304178,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,70063464,70063392,281474976692560,281474976692512,281474976692544,281474976692512
6765468,70063392,536871015,281474976692560,281474976692512,281474976692544,281474976692512
6765544,9168519,2,281474976692560,281474976692512,281474976692544,281474976692512
6765560,9169400,9304038,281474976692560,281474976692512,281474976692544,281474976692512
6765568,9304039,101,281474976692560,281474976692512,281474976692544,281474976692512
6765592,70063408,19792896,281474976692560,281474976692512,281474976692544,281474976692512
6765468,19792896,54,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943720,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,70063392,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46357248,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765568,9304038,101,281474976692496,281474976692448,281474976692480,281474976692448
6765592,70063400,70063296,281474976692496,281474976692448,281474976692480,281474976692448
6765468,70063296,3670077,281474976692496,281474976692448,281474976692480,281474976692448
6765496,8943776,6765512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692496,70063392,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692480,9304038,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692464,46357248,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692448,281474976692512,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692560,70063456,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692544,9304178,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692528,46357248,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692512,281474976692576,281474976692496,281474976692448,281474976692480,281474976692448
6765512,281474976692624,69866464,281474976692496,281474976692448,281474976692480,281474976692448
6765516,281474976692608,46367744,281474976692496,281474976692448,281474976692480,281474976692448
6765520,281474976692592,46357248,281474976692496,281474976692448,281474976692480,281474976692448
6765524,281474976692576,281474976692640,281474976692496,281474976692448,281474976692480,281474976692448
4566440,69866472,19660800,281474976692496,281474976692448,281474976692480,281474976692448
4566444,19660800,59,281474976692496,281474976692448,281474976692480,281474976692448
4566488,70063496,19660800,281474976692496,281474976692448,281474976692480,281474976692448
4566492,19660800,59,281474976692496,281474976692448,281474976692480,281474976692448
4566508,69866480,69866432,281474976692496,281474976692448,281474976692480,281474976692448
4566520,10465688,19660800,281474976692496,281474976692448,281474976692480,281474976692448
4566524,70063504,70063456,281474976692496,281474976692448,281474976692480,281474976692448
4566528,69866440,69866368,281474976692496,281474976692448,281474976692480,281474976692448
4566536,84088064,0,281474976692496,281474976692448,281474976692480,281474976692448
4566540,70063464,70063392,281474976692496,281474976692448,281474976692480,281474976692448
4566544,69866368,111,281474976692496,281474976692448,281474976692480,281474976692448
4566548,281474976692760,0,281474976692496,281474976692448,281474976692480,281474976692448
4563832,70063392,103,281474976692496,281474976692448,281474976692480,281474976692448
4563848,70063400,70063296,281474976692496,281474976692448,281474976692480,281474976692448
6316968,70063296,3670077,281474976692688,103,281474976692496,281474976692448
6317220,9165748,102,281474976692688,103,281474976692496,281474976692448
4563912,281474976692688,46367744,281474976692688,103,281474976692496,281474976692448
4563944,281474976692732,0,281474976692688,103,281474976692496,281474976692448
4564072,8410168,4564464,281474976692688,103,281474976692496,281474976692448
4564004,8410304,4564220,281474976692688,103,281474976692496,281474976692448
4564560,69866376,69866272,281474976692672,110,281474976692688,103
4564564,70063400,70063296,281474976692672,110,281474976692688,103
6758568,69866272,3407933,281474976692624,281474976692560,281474976692608,281474976692560
6758572,70063296,3670077,281474976692624,281474976692560,281474976692608,281474976692560
6758612,281474976692624,0,281474976692624,281474976692560,281474976692608,281474976692560
6758616,281474976692608,46367744,281474976692624,281474976692560,281474976692608,281474976692560
6758620,281474976692592,46357248,281474976692624,281474976692560,281474976692608,281474976692560
6758624,281474976692576,10458672,281474976692624,281474976692560,281474976692608,281474976692560
6758628,281474976692560,281474976692640,281474976692624,281474976692560,281474976692608,281474976692560
4566744,281474976692732,0,281474976692624,281474976692560,281474976692608,281474976692560
4566756,10458904,8533,281474976692624,281474976692560,281474976692608,281474976692560
4567608,281474976692768,0,281474976692624,281474976692560,281474976692608,281474976692560
4567616,281474976692716,0,281474976692624,281474976692560,281474976692608,281474976692560
4567676,46357336,5062,281474976692624,281474976692560,281474976692608,281474976692560
4567680,10458904,8533,281474976692624,281474976692560,281474976692608,281474976692560
4567684,281474976692740,1,281474976692624,281474976692560,281474976692608,281474976692560
4560664,10460792,84779008,281474976692704,5063,281474976692624,281474976692560
4560676,84819544,46357360,281474976692740,84779008,281474976692704,5063
4560684,46357392,46357392,281474976692740,84779008,281474976692704,5063
4560772,84087824,0,281474976692740,84779008,281474976692704,5063
4560780,84087872,1,281474976692740,84779008,281474976692704,5063
4560796,46357360,55007232,281474976692740,84779008,281474976692704,5063
4560800,55007232,37,281474976692740,84779008,281474976692704,5063
4561108,46357392,84087824,281474976692740,84779008,281474976692704,5063
4561112,84087824,0,281474976692740,84779008,281474976692704,5063
4561120,84087872,1,281474976692740,84779008,281474976692704,5063
4561128,46357360,55007232,281474976692740,84779008,281474976692704,5063
4561132,55007232,37,281474976692740,84779008,281474976692704,5063
4561144,46357440,112,281474976692740,84779008,281474976692704,5063
4561268,46357400,84087696,281474976692740,84779008,281474976692704,5063
4561280,84087704,84087760,281474976692740,84779008,281474976692704,5063
4562788,281474976692752,1,281474976692740,84779008,281474976692704,5063
4562800,84087704,84087760,281474976692740,84779008,281474976692704,5063
4562808,84087768,0,281474976692740,84779008,281474976692704,5063
4562816,46357368,69580928,281474976692740,84779008,281474976692704,5063
4562820,69580928,33,281474976692740,84779008,281474976692704,5063
4562832,69580960,69866944,281474976692740,84779008,281474976692704,5063
4562836,69866944,47,281474976692740,84779008,281474976692704,5063
4562868,69866952,19660800,281474976692740,84779008,281474976692704,5063
4562872,19660800,59,281474976692740,84779008,281474976692704,5063
4562884,69866960,69866912,281474976692740,84779008,281474976692704,5063
4562888,69866912,72,281474976692740,84779008,281474976692704,5063
